,STOCK,CODE
3945,Suryalata Spinning Mills Ltd,BOM514138
3946,Suryavanshi Spinning Mills Ltd,BOM514140
3947,Suryo Foods & Industries Ltd.,BOM519604
3948,Suryodaya Investment & Trading Company Ltd.,BOM501178
3949,Sutlej Textiles & Industries Ltd.,BOM532782
3950,Suven Life Sciences Ltd.,BOM530239
3951,Suvidha Infraestate Corporation Limited,BOM531640
3952,Suyog Telematics Ltd,BOM537259
3953,Suzlon Energy Ltd.,BOM532667
3954,Sva India Ltd.,BOM531885
3955,Svam Software Ltd.,BOM523722
3956,Svaraj Trading & Agencies Ltd.,BOM503624
3957,Svc Resources Limited,BOM512449
3958,Svc Superchem Ltd.,BOM524488
3959,Svogl Oil Gas And Energy Ltd,BOM522175
3960,Svp Global Ventures Ltd.,BOM505590
3961,Sw Investments Ltd,BOM503659
3962,Swadeshi Industries Leasing Co.ltd.,BOM506863
3963,Swadeshi Polytex Ltd.,BOM503816
3964,Swagruha Infrastructure Ltd.,BOM531909
3965,Swagtam Trading & Services Ltd,BOM539406
3966,Swan Energy Ltd.,BOM503310
3967,Swaraj Automotives Ltd,BOM539353
3968,Swaraj Engines Ltd.,BOM500407
3969,Swarna Securities Ltd.,BOM531003
3970,Swarnajyothi Agrotech & Power Limited,BOM590090
3971,Swarnsarita Gems Ltd,BOM526365
3972,Swasti Vinayaka Art And Heritage Corporation Ltd,BOM512257
3973,Swasti Vinayaka Synthetics Ltd.,BOM510245
3974,Swastik Safe Deposit & Investments Ltd.,BOM501386
3975,Swastika Investmart Ltd.,BOM530585
3976,Swelect Energy Systems Limited,BOM532051
3977,Swiss Glascoat Equipments Ltd.,BOM522215
3978,Switching Technologies Gunther Ltd.,BOM517201
3979,Sword-edge Commercials Limited,BOM512359
3980,Sybly Industries Ltd,BOM531499
3981,Sylph Technologies Ltd.,BOM511447
3982,Symbiox Investment & Trading Company Ltd,BOM539278
3983,Symphony Limited,BOM517385
3984,Syncom Formulations (india) Ltd,BOM524470
3985,Syncom Healthcare Ltd,BOM533157
3986,Syndicate Bank,BOM532276
3987,Synergy Bizcon Ltd,BOM539143
3988,Synergy Cosmetics (exim) Ltd.,BOM531115
3989,Syngene International Ltd,BOM539268
3990,Synthiko Foils Ltd.,BOM513307
3991,Syschem (india) Ltd.,BOM531173
3992,Systematix Corporate Services Ltd.,BOM526506
3993,Systematix Securities Ltd.,BOM531432
3994,T & I Global Ltd.,BOM522294
3995,T D Power Systems Ltd.,BOM533553
3996,T T Ltd,BOM514142
3997,T.spiritual World Ltd.,BOM532444
3998,Taaza International Ltd,BOM537392
3999,Tai Industries Ltd,BOM519483
4000,Tainwala Chemicals & Plastics (india) Ltd.,BOM507785
4001,Tajgvk Hotels & Resorts Ltd.,BOM532390
4002,Take Solutions Ltd.,BOM532890
4003,Taksheel Solutions Ltd.,BOM533639
4004,Talbros Automotive Components Ltd.,BOM505160
4005,Talbros Engineering Ltd,BOM538987
4006,Talwalkars Better Value Fitness Ltd,BOM533200
4007,Tamboli Capital Ltd.,BOM533170
4008,Tamil Nadu Newsprint & Papers Ltd.,BOM531426
4009,Tamilnadu Jaibharat Mills Ltd.,BOM521038
4010,Tamilnadu Petroproducts Ltd.,BOM500777
4011,Tamilnadu Steel Tubes Ltd.,BOM513540
4012,Tamilnadu Telecommunications Ltd.,BOM523419
4013,Taneja Aerospace & Aviation Ltd,BOM522229
4014,Tanfac Industries Ltd,BOM506854
4015,Tanla Solutions Ltd.,BOM532790
4016,Tantia Constructions Ltd.,BOM532738
4017,Taparia Tools Ltd.,BOM505685
4018,Tara Jewels Ltd.,BOM534756
4019,Tarai Foods Ltd.,BOM519285
4020,Tarang Projects & Consultant Ltd,BOM538287
4021,Tarapur Transformers Ltd,BOM533203
4022,Tarini International Ltd,BOM538496
4023,Tarmat Ltd.,BOM532869
4024,Tarrif Cine & Finance Ltd.,BOM512221
4025,Tashi India Ltd.,BOM512271
4026,Tasty Bite Eatables Ltd.,BOM519091
4027,Tata Chemicals Ltd.,BOM500770
4028,Tata Coffee Ltd.,BOM532301
4029,Tata Communications Ltd.,BOM500483
4030,Tata Consultancy Services Ltd.,BOM532540
4031,Tata Elxsi Ltd.,BOM500408
4032,Tata Global Beverages Limited,BOM500800
4033,Tata Investment Corporation Ltd.,BOM501301
4034,Tata Metaliks Ltd.,BOM513434
4035,Tata Motors Ltd - Dvr,BOM570001
4036,Tata Motors Ltd.,BOM500570
4037,Tata Power Co.ltd.,BOM500400
4038,Tata Sponge Iron Ltd.,BOM513010
4039,Tata Steel Ltd.,BOM500470
4040,Tata Teleservices (maharashtra) Ltd.,BOM532371
4041,Tatia Global Vennture Ltd.,BOM521228
4042,Tavernier Resources Limi,BOM531190
4043,Tayo Rolls Ltd,BOM504961
4044,Tcfc Finance Ltd.,BOM532284
4045,Tci Developers Ltd.,BOM533393
4046,Tci Finance Ltd.,BOM501242
4047,Tci Industries Ltd.,BOM532262
4048,Tcm Ltd.,BOM524156
4049,Tcpl Packaging Ltd,BOM523301
4050,Tech Mahindra Ltd.,BOM532755
4051,Techindia Nirman Limited,BOM526576
4052,Techno Electric And Engineering Co. Ltd.,BOM533281
4053,Techno Forge Ltd.,BOM522142
4054,Technocraft Industries (india) Ltd.,BOM532804
4055,Technofab Engineering Limited,BOM533216
4056,Technvision Ventures Ltd.,BOM501421
4057,Techtran Polylenses Ltd.,BOM523455
4058,Techtrek India Ltd.,BOM513153
4059,Tecpro Systems Ltd.,BOM533266
4060,Teesta Agro Industries Ltd.,BOM524204
4061,Tej Infoways Ltd,BOM538793
4062,Tejnaksh Healthcare Ltd,BOM539428
4063,Tentiwala Metal Products Ltd,BOM537119
4064,Tera Software Ltd.,BOM533982
4065,Terai Tea Co.ltd.,BOM530533
4066,Terraform Magnum Ltd.,BOM506162
4067,Terraform Realstate Limited,BOM512157
4068,Terruzzi Fercalx India Limited,BOM522080
4069,Texmaco Infrastructure & Holdings Ltd.,BOM505400
4070,Texmaco Rail & Engineering Ltd.,BOM533326
4071,Texmo Pipes & Products Ltd.,BOM533164
4072,Texplast Industries Ltd.,BOM530635
4073,Tgb Banquets And Hotels Ltd.,BOM532845
4074,Thacker & Co.ltd.,BOM509945
4075,Thakkers Developers Ltd.,BOM526654
4076,Thakral Services (india) Ltd.,BOM509015
4077,Thambbi Modern Spinning Mills Ltd.,BOM514484
4078,Thana Electric Supply Co.ltd.,BOM501756
4079,Thangamayil Jewellery Ltd,BOM533158
4080,The Byke Hospitality Ltd.,BOM531373
4081,The Hi-tech Gears Ltd,BOM522073
4082,The Phoenix Mills Ltd,BOM503100
4083,The Ramco Cements Limited,BOM500260
4084,Themis Medicare Ltd.,BOM530199
4085,Thermax Ltd.,BOM500411
4086,Thirani Projects Ltd,BOM538464
4087,Thirdwave Financial Intermediaries Ltd.,BOM531652
4088,Thiru Arooran Sugars Ltd.,BOM507450
4089,Thirumalai Chemicals Ltd.,BOM500412
4090,Thomas Cook (india) Ltd.,BOM500413
4091,Thomas Scott (india) Limited,BOM533941
4092,Tide Water Oil (india) Ltd.,BOM590005
4093,Tiger Logistics (india) Ltd,BOM536264
4094,Tijaria Polypipes Ltd.,BOM533629
4095,Til Ltd.,BOM505196
4096,Tilak Ventures Ltd,BOM503663
4097,Tilaknagar Industries Ltd,BOM507205
4098,Timbor Home Ltd.,BOM533444
4099,Time Technoplast Ltd.,BOM532856
4100,Times Guaranty Ltd.,BOM511559
4101,Timex Group India Ltd,BOM500414
4102,Timken India Ltd.,BOM522113
4103,Tinna Rubber And Infrastructure Limited,BOM530475
4104,Tinplate Company Of India Ltd.,BOM504966
4105,Tips Industries Ltd.,BOM532375
4106,Tirupati Fincorp Ltd,BOM539008
4107,Tirupati Foam Ltd,BOM590035
4108,Tirupati Industries (india) Ltd.,BOM531547
4109,Tirupati Inks Ltd.,BOM533258
4110,Tirupati Sarjan Ltd.,BOM531814
4111,Tirupati Starch & Chemicals Ltd.,BOM524582
4112,Tirupati Tyres Ltd,BOM539040
4113,Titagarh Wagons Ltd.,BOM532966
4114,Titan Biotech Ltd.,BOM524717
4115,Titan Company Limited,BOM500114
4116,Titan Securities Ltd.,BOM530045
4117,Titan Trading & Agencies Ltd.,BOM504353
4118,Tivoli Construction Ltd.,BOM511096
4119,Tobu Enterprises Ltd.,BOM531035
4120,Todays Writing Instruments Ltd,BOM531830
4121,Toheal Pharmachem Ltd.,BOM531910
4122,Tokyo Finance Ltd.,BOM531644
4123,Tokyo Plast International Ltd.,BOM500418
4124,Torrent Cables Ltd.,BOM523856
4125,Torrent Pharmaceuticals Ltd.,BOM500420
4126,Torrent Power Ltd.,BOM532779
4127,Total Exports Ltd.,BOM523878
4128,Tourism Finance Corporation Of India Ltd.,BOM526650
4129,Towa Sokki Ltd.,BOM531771
4130,Tpl Plastech Ltd.,BOM526582
4131,Trade Wings Ltd.,BOM509953
4132,Trans Asia Corporation Ltd.,BOM530783
4133,Trans Medicare Ltd.,BOM524484
4134,Trans-freight Containers Ltd.,BOM513063
4135,Transchem Ltd,BOM500422
4136,Transcorp International Ltd.,BOM532410
4137,Transformers And Rectifiers (india) Ltd.,BOM532928
4138,Transgene Biotek Ltd.,BOM526139
4139,Transglobe Foods Ltd.,BOM519367
4140,Transoceanic Properties Ltd.,BOM509003
4141,Transpek Industry Ltd,BOM506687
4142,Transport Corporation Of India Ltd.,BOM532349
4143,Transwarranty Finance Ltd.,BOM532812
4144,Trc Financial Services Ltd.,BOM511730
4145,Tree House Education & Accessories Ltd.,BOM533540
4146,Trend Electronics Ltd,BOM517228
4147,Trent Ltd.,BOM500251
4148,Trf Ltd,BOM505854
4149,Tribhovandas Bhimji Zaveri Ltd.,BOM534369
4150,Tribhuvan Housing Ltd.,BOM531703
4151,Tricom Fruit Products Limited,BOM531716
4152,Tricom India Ltd,BOM531675
4153,Trident Ltd.,BOM521064
4154,Trident Tools Ltd.,BOM531972
4155,Trigyn Technologies Ltd.,BOM517562
4156,Trijal Industries Ltd.,BOM531658
4157,Trilogic Digital Media Ltd.,BOM531712
4158,Trimurthi Ltd,BOM536565
4159,Trinethra Infra Ventures Ltd,BOM590091
4160,Trinetra Cement Ltd.,BOM513428
4161,Trinity League India Ltd.,BOM531846
4162,Trinity Tradelink Limited,BOM512417
4163,Trio Mercantile & Trading Ltd.,BOM534755
4164,Triochem Products Ltd.,BOM512101
4165,Trishakti Electronics & Industries Ltd.,BOM531279
4166,Triton Corp.ltd.,BOM523387
4167,Triton Valves Ltd.,BOM505978
4168,Triveni Engineering & Industries Ltd.,BOM532356
4169,Triveni Enterprises Ltd,BOM538569
4170,Triveni Glass Ltd,BOM502281
4171,Triveni Turbine Ltd.,BOM533655
4172,Tsl Industries Ltd.,BOM531659
4173,Tti Enterprise Ltd,BOM538597
4174,Ttk Healthcare Ltd,BOM507747
4175,Ttk Prestige Ltd.,BOM517506
4176,Tube Investments Of India Ltd.,BOM504973
4177,Tulasee Bio-ethanol Ltd.,BOM524514
4178,Tulip Star Hotels Ltd,BOM531088
4179,Tulip Telecom Ltd.,BOM532691
4180,Tulive Developers Limited,BOM505285
4181,Tulsi Extrusions Ltd.,BOM532948
4182,Tulsyan Nec Ltd,BOM513629
4183,Tumus Electric Corporation Ltd.,BOM504273
4184,Tuni Textile Mills Ltd.,BOM531411
4185,Turbotech Engineering Ltd.,BOM504358
4186,Tuticorin Alkali Chemicals & Fertilisers Ltd.,BOM506808
4187,Tutis Technologies Ltd,BOM532311
4188,Tv Today Network Ltd.,BOM532515
4189,Tv18 Broadcast Ltd.,BOM532800
4190,Tvs Electronics Ltd.,BOM532513
4191,Tvs Motor Company Ltd.,BOM532343
4192,Tvs Srichakra Ltd,BOM509243
4193,Twentyfirst Century Management Services Ltd.,BOM526921
4194,Twilight Litaka Pharma Ltd,BOM506985
4195,Twin Roses Trades & Agencies Ltd.,BOM512117
4196,Twinstar Industries Limited,BOM531917
4197,Tyche Industries Ltd.,BOM532384
4198,Typhoon Holdings Ltd.,BOM512307
4199,Tyroon Tea Co.ltd.,BOM526945
4200,U.g.hotels And Resorts Ltd.,BOM526463
4201,U.p.hotels Ltd.,BOM509960
4202,Ub Engineering Ltd.,BOM509992
4203,Ucal Fuel Systems Ltd.,BOM500464
4204,Uco Bank,BOM532505
4205,Udaipur Cement Works Ltd.,BOM530131
4206,Uflex Ltd.,BOM500148
4207,Ufo Moviez India Ltd,BOM539141
4208,Ugar Sugar Works Ltd,BOM530363
4209,Ujaas Energy Limited,BOM533644
4210,Ultracab (india) Ltd,BOM538706
4211,Ultramarine & Pigments Ltd,BOM506685
4212,Ultratech Cement Ltd.,BOM532538
4213,Umang Dairies Ltd.,BOM500231
4214,Ums Technologies Ltd.,BOM530937
4215,Uni Abex Alloy Products Ltd.,BOM504605
4216,Unichem Laboratories Ltd.,BOM506690
4217,Unijolly Investments Co.ltd.,BOM503671
4218,Unimers India Ltd.,BOM524264
4219,Unimin India Ltd.,BOM530321
4220,Unimode Overseas Ltd.,BOM512595
4221,Union Bank Of India,BOM532477
4222,Union Quality Plastics Ltd.,BOM526799
4223,Uniphos Enterprises Ltd.,BOM500429
4224,Uniply Industries Ltd.,BOM532646
4225,Unique Organics Ltd.,BOM530997
4226,Uniroyal Industries Ltd.,BOM521226
4227,Uniroyal Marine Exports Ltd.,BOM526113
4228,Unishire Urban Infra Ltd,BOM537582
4229,Unison Metals Ltd,BOM538610
4230,Unistar Multimedia Ltd.,BOM532035
4231,Unisys Softwares & Holding Industries Ltd.,BOM531831
4232,Unitech International Ltd.,BOM531867
4233,Unitech Ltd.,BOM507878
4234,United Bank Of India,BOM533171
4235,United Breweries (holdings) Ltd.,BOM507458
4236,United Breweries Ltd,BOM532478
4237,United Credit Ltd.,BOM531091
4238,United Drilling Tools Ltd.,BOM522014
4239,United Interactive Ltd.,BOM502893
4240,United Spirits Ltd.,BOM532432
4241,United Textiles Ltd.,BOM521188
4242,United Van Der Horst Ltd.,BOM522091
4243,Unity Infraprojects Ltd.,BOM532746
4244,Universal Arts Ltd.,BOM532378
4245,Universal Autofoundry Ltd,BOM539314
4246,Universal Cables Ltd.,BOM504212
4247,Universal Credit & Securities Ltd.,BOM531963
4248,Universal Office Automation Ltd.,BOM523519
4249,Universal Prime Aluminium Ltd.,BOM504673
4250,Universal Starch-chem Allied Ltd.,BOM524408
4251,Uniworth Ltd.,BOM514144
4252,Uniworth Securities Ltd.,BOM512408
4253,Unjha Formulations Ltd.,BOM531762
4254,Unno Industries Ltd.,BOM519273
4255,Upasana Finance Ltd.,BOM511764
4256,Upl Limited,BOM512070
4257,Upper Ganges Sugar & Industries Ltd.,BOM530505
4258,Upsurge Investment & Finance Ltd.,BOM531390
4259,Urja Global Ltd.,BOM526987
4260,Usg Tech Solutions Ltd.,BOM532402
4261,Usha Martin Education & Solutions Limited,BOM532398
4262,Usha Martin Ltd.,BOM517146
4263,Ushakiran Finance Ltd.,BOM511507
4264,Ushdev International Ltd.,BOM511736
4265,Usher Agro Ltd.,BOM532765
4266,Ut Ltd.,BOM526879
4267,Uti Nifty Etf,BOM539313
4268,Uti- Sensex Etf,BOM539312
4269,Utl Industries Limited,BOM500426
4270,Uttam Galva Steels Ltd.,BOM513216
4271,Uttam Sugar Mills Ltd.,BOM532729
4272,Uttam Value Steels Ltd.,BOM500254
4273,Uv Boards Ltd.,BOM526957
4274,V B Industries Ltd,BOM539123
4275,V R Woodart Ltd.,BOM523888
4276,V-guard Industries Ltd.,BOM532953
4277,V-mart Retail Ltd.,BOM534976
4278,V.b.desai Financial Services Ltd.,BOM511110
4279,V.i.p.industries Ltd,BOM507880
4280,V.s.t.tillers Tractors Ltd,BOM531266
4281,V2 Retail Ltd.,BOM532867
4282,Va Tech Wabag Ltd.,BOM533269
4283,Vaarad Ventures Ltd,BOM532320
4284,Vadilal Enterprises Ltd.,BOM519152
4285,Vadilal Industries Ltd,BOM519156
4286,Vaghani Techno-build Ltd.,BOM531676
4287,Vaibhav Global Ltd,BOM532156
4288,Vaishnavi Gold Limited,BOM590111
4289,Vaishno Cement Co.ltd.,BOM526941
4290,Vakrangee Limited,BOM511431
4291,Vaksons Automobiles Ltd,BOM539402
4292,Valecha Engineering Ltd,BOM532389
4293,Valiant Communications Ltd,BOM526775
4294,Vallabh Poly-plast International Ltd.,BOM530403
4295,Vallabh Steels Ltd,BOM513397
4296,Valson Industries Ltd,BOM530459
4297,Value Industries Ltd.,BOM500945
4298,Valuemart Info Technologies Ltd.,BOM532338
4299,Valuemart Retail Solutions Ltd,BOM511114
4300,Vama Industries Ltd.,BOM512175
4301,Vamshi Rubber Ltd.,BOM530369
4302,Vanasthali Textile Industries Ltd,BOM521046
4303,Vandana Knitwear Ltd.,BOM532090
4304,Vani Commercials Ltd,BOM538918
4305,Vantage Corporate Services Ltd.,BOM530109
4306,Vapi Paper Mills Ltd.,BOM502589
4307,Vardhaman Laboratories Ltd.,BOM524796
4308,Vardhman Concrete Limited,BOM531444
4309,Vardhman Holdings Ltd.,BOM500439
4310,Vardhman Industries Ltd,BOM513534
4311,Vardhman Polytex Ltd.,BOM514175
4312,Vardhman Special Steels Ltd.,BOM534392
4313,Vardhman Textiles Ltd.,BOM502986
4314,Varun Industries Ltd.,BOM532917
4315,Varun Mercantile Ltd.,BOM512511
4316,Varun Shipping Co.ltd.,BOM500465
4317,Vas Infrastructure Ltd.,BOM531574
4318,Vascon Engineers Ltd,BOM533156
4319,Vasundhara Rasayans Ltd,BOM538634
4320,Vaswani Industries Ltd.,BOM533576
4321,Vax Housing Finance Corporation Ltd.,BOM531650
4322,Vbc Ferro Alloys Ltd,BOM513005
4323,Vbc Industries Ltd.,BOM524310
4324,Vccl Ltd.,BOM522015
4325,Vck Capital Market Services Ltd.,BOM511493
4326,Vcu Data Management Ltd,BOM536672
4327,Vedanta Limited,BOM500295
4328,Vedavaag Systems Ltd.,BOM533056
4329,Veejay Lakshmi Engineering Works Ltd,BOM522267
4330,Veer Energy & Infrastructure Ltd.,BOM503657
4331,Veerhealth Care Limited,BOM511523
4332,Vegetable Products Ltd,BOM539132
4333,Velan Hotels Ltd.,BOM526755
4334,Veljan Denison Limited,BOM505232
4335,Venkat Pharma Ltd.,BOM532093
4336,Venky's (india) Ltd.,BOM523261
4337,Venlon Enterprises Ltd.,BOM524038
4338,Venmax Drugs And Pharmaceuticals Ltd,BOM531015
4339,Ventura Textiles Ltd.,BOM516098
4340,Venus Power Ventures (india) Ltd.,BOM531874
4341,Venus Remedies Ltd.,BOM526953
4342,Venus Universal Ltd.,BOM530769
4343,Veritas (india) Ltd.,BOM512229
4344,Vertex Securities Ltd.,BOM531950
4345,Vertex Spinning Ltd.,BOM531544
4346,Vertical Industries Ltd,BOM515099
4347,Vesuvius India Ltd.,BOM520113
4348,Veto Switchgears And Cables Ltd,BOM539331
4349,Vhcl Industries Ltd.,BOM522233
4350,Viaan Industries Ltd,BOM537524
4351,Vibrant Global Capital Ltd,BOM538732
4352,Vibros Organics Ltd.,BOM530487
4353,Viceroy Hotels Ltd.,BOM523796
4354,Victoria Enterprises Ltd.,BOM506103
4355,Victoria Mills Ltd.,BOM503349
4356,Vidarbha Iron & Steel Corporation Ltd.,BOM504991
4357,Videocon Industries Ltd.,BOM511389
4358,Vidhi Dyestuffs Manufacturing Ltd,BOM531717
4359,Vijay Shanthi Builders Ltd.,BOM523724
4360,Vijay Solvex Ltd.,BOM531069
4361,Vijay Textiles Ltd.,BOM530151
4362,Vijaya Bank,BOM532401
4363,Viji Finance Ltd,BOM537820
4364,Vikalp Securities Ltd.,BOM531334
4365,Vikas Ecotech Ltd,BOM530961
4366,Vikas Granaries Ltd.,BOM531518
4367,Vikas Wsp Ltd.,BOM519307
4368,Vikram Thermo (india) Ltd.,BOM530477
4369,Viksit Engineering Ltd.,BOM506196
4370,Vimal Oil & Foods Ltd,BOM519373
4371,Vimta Labs Ltd,BOM524394
4372,Vinaditya Trading Co.ltd.,BOM504380
4373,Vinati Organics Ltd,BOM524200
4374,Vinayak Polycon International Ltd.,BOM534639
4375,Vindhya Telelinks Ltd.,BOM517015
4376,Vintage Securities Ltd.,BOM531051
4377,Vintron Informatics Ltd.,BOM517393
4378,Vinyl Chemicals (india) Ltd.,BOM524129
4379,Vinyoflex Ltd.,BOM530401
4380,Vippy Industries Ltd.,BOM519039
4381,Vippy Spinpro Ltd.,BOM514302
4382,Vipul Dye Chem Ltd.,BOM530627
4383,Vipul Ltd.,BOM511726
4384,Virat Crane Industries Ltd.,BOM519457
4385,Virat Industries Ltd.,BOM530521
4386,Virat Leasing Ltd,BOM539167
4387,Virgo Global Media Limited,BOM532354
4388,Virinchi Ltd,BOM532372
4389,Virtual Global Education Ltd.,BOM534741
4390,Virtualsoft Systems Ltd.,BOM531126
4391,Visa Steel Ltd.,BOM532721
4392,Visagar Financial Services Ltd.,BOM531025
4393,Visagar Polytex Ltd.,BOM506146
4394,Visaka Industries Ltd.,BOM509055
4395,Visesh Infotecnics Ltd.,BOM532411
4396,Vishal Bearings Ltd,BOM539398
4397,Vishal Fabrics Ltd,BOM538598
4398,Vishal Malleables Ltd.,BOM505930
4399,Vishnu Chemicals Ltd.,BOM516072
4400,Vishnu Sugar Mills Ltd.,BOM507405
4401,Vishvjyoti Trading Ltd.,BOM512067
4402,Vishvprabha Trading Ltd.,BOM512064
4403,Vishwamitra Financial Services Limited,BOM511361
4404,Vision Cinemas Ltd.,BOM526441
4405,Vision Corporation Ltd.,BOM531668
4406,Vista Pharmaceuticals Ltd.,BOM524711
4407,Visu International Ltd,BOM590038
4408,Vitan Agro Industries Ltd,BOM538548
4409,Vivanza Biosciences Ltd,BOM530057
4410,Vivid Global Industries Ltd.,BOM524576
4411,Vivimed Labs Ltd.,BOM532660
4412,Vivo Bio Tech Ltd.,BOM511509
4413,Vjtf Eduservices Ltd.,BOM509026
4414,Vkj Infradevelopers Ltd,BOM536128
4415,Vks Projects Ltd.,BOM534567
4416,Vls Finance Ltd.,BOM511333
4417,Vms Industries Ltd.,BOM533427
4418,Vmv Holidays Ltd,BOM539222
4419,Voith Paper Fabrics India Ltd,BOM522122
4420,Volant Textile Mills Ltd.,BOM531865
4421,Voltaire Leasing & Finance Ltd.,BOM509038
4422,Voltamp Transformers Ltd.,BOM532757
4423,Voltas Ltd.,BOM500575
4424,Vora Constructions Ltd.,BOM512215
4425,Vrl Logistics Ltd,BOM539118
4426,Vsf Projects Ltd.,BOM519331
4427,Vst Industries Ltd.,BOM509966
4428,Vtm Ltd.,BOM532893
4429,Vtx Industries Limited,BOM532824
4430,Vxl Instruments Ltd.,BOM517399
4431,Vyapar Industries Ltd.,BOM506142
4432,Vybra Automet Ltd,BOM520003
4433,W W Technology Holdings Ltd.,BOM505583
4434,W.h.brady & Co.ltd.,BOM501391
4435,W.s.industries (india) Ltd,BOM504220
4436,Wabco India Ltd.,BOM533023
4437,Wadala Commodities Ltd.,BOM519035
4438,Wagend Infra Venture Limited,BOM503675
4439,Walchand Peoplefirst Ltd.,BOM501370
4440,Walchandnagar Industries Ltd.,BOM507410
4441,Wall Street Finance Ltd.,BOM511147
4442,Wallfort Financial Services Ltd.,BOM532053
4443,Wanbury Ltd.,BOM524212
4444,Warner Multimedia Ltd.,BOM511690
4445,Warren Tea Ltd,BOM508494
4446,Waterbase Ltd.,BOM523660
4447,Websol Energy System Ltd.,BOM517498
4448,Weizmann Fincorp Ltd.,BOM511074
4449,Weizmann Forex Ltd.,BOM533452
4450,Weizmann Ltd.,BOM523011
4451,Welcast Steels Ltd.,BOM504988
4452,Welcure Drugs & Pharmaceuticals Ltd.,BOM524661
4453,Wellesley Corporation Ltd.,BOM532016
4454,Wellness Noni Ltd.,BOM531211
4455,Welplace Portfolio And Financial Consultancy Services Ltd,BOM539407
4456,Welspun Corp Limited,BOM532144
4457,Welspun Enterprises Ltd,BOM532553
4458,Welspun India Ltd.,BOM514162
4459,Welspun Investments And Commercials Ltd.,BOM533252
4460,Welterman International Ltd.,BOM526431
4461,Wendt (india) Ltd.,BOM505412
4462,Wep Solutions Ltd.,BOM532373
4463,West Coast Paper Mills Ltd.,BOM500444
4464,West Leisure Resorts Ltd,BOM538382
4465,Western India Shipyard Ltd.,BOM531217
4466,Westlife Development Ltd.,BOM505533
4467,Wheel & Axle Textiles Ltd.,BOM512297
4468,Wheels India Ltd.,BOM590073
4469,Whirlpool Of India Ltd.,BOM500238
4470,White Diamond Industries Ltd.,BOM513713
4471,White Lion Asia Ltd.,BOM511246
4472,Williamson Financial Services Ltd.,BOM519214
4473,Williamson Magor & Company Ltd.,BOM519224
4474,Wim Plast Ltd,BOM526586
4475,Windsor Machines Ltd.,BOM522029
4476,Winro Commercial (india) Ltd.,BOM512022
4477,Winsome Breweries Ltd.,BOM526471
4478,Winsome Diamonds And Jewellery Ltd.,BOM507892
4479,Winsome Textile Industries Ltd,BOM514470
4480,Winsome Yarns Ltd.,BOM514348
4481,Wintac Ltd.,BOM524758
4482,Winy Commercial & Fiscal Services Ltd,BOM538873
4483,Wipro Ltd.,BOM507685
4484,Wires & Fabriks (sa) Ltd.,BOM507817
4485,Wisec Global Ltd.,BOM511642
4486,Wockhardt Ltd.,BOM532300
4487,Women Networks Ltd.,BOM531396
4488,Womens Next Loungeries Ltd,BOM538128
4489,Wonderla Holidays Ltd,BOM538268
4490,Woodsvilla Ltd.,BOM526959
4491,Worldwide Leather Exports Ltd.,BOM526525
